"Date","AvgTempC","MinTempC","MaxTempC","AvgHumidity","MinHumidity","MaxHumidity","Station"
"2008-06-12",23.75,18,29,73.8,51,100,"SBAF"
"2008-06-13",21.4583333333333,17,27,83.8333333333333,65,100,"SBAF"
"2008-06-14",23.3157894736842,18,31,75.3684210526316,43,100,"SBAF"
"2008-06-15",24.4761904761905,17,32,67.5714285714286,36,94,"SBAF"
"2008-06-16",17.7142857142857,16,20,82.4285714285714,64,94,"SBAF"
"2008-06-17",18.7727272727273,15,22,74.0454545454545,53,94,"SBAF"
"2008-06-18",20.3333333333333,14,26,76,51,94,"SBAF"
"2008-06-19",19.3333333333333,13,27,84.4285714285714,54,100,"SBAF"
"2008-06-20",21.3333333333333,15,31,76.2380952380952,38,100,"SBAF"
"2008-06-21",24.4444444444444,15,32,70.1666666666667,36,100,"SBAF"
"2008-06-22",19.2857142857143,16,21,85.1904761904762,73,100,"SBAF"
"2008-06-23",17.7142857142857,17,19,91.1904761904762,83,94,"SBAF"
"2008-06-24",18.2222222222222,16,20,89.7222222222222,78,100,"SBAF"
"2008-06-25",17.6521739130435,16,20,94.3478260869565,83,100,"SBAF"
"2008-06-26",19.3684210526316,15,23,80.1578947368421,61,100,"SBAF"
"2008-06-27",20.0526315789474,13,24,73.2631578947368,50,100,"SBAF"
"2008-06-28",19.7368421052632,13,27,74.9473684210526,42,100,"SBAF"
"2008-06-29",20.2608695652174,13,27,75.0869565217391,45,100,"SBAF"
"2008-06-30",20.5,14,26,83.3888888888889,65,100,"SBAF"
"2008-07-01",20.1904761904762,13,29,82.8571428571429,45,100,"SBAF"
"2008-07-02",20.2857142857143,15,26,81.4761904761905,57,94,"SBAF"
"2008-07-03",20.5,15,25,84.4375,65,100,"SBAF"
"2008-07-04",19,14,22,87.95,78,94,"SBAF"
"2008-07-05",17.9,12,23,83.5,61,100,"SBAF"
"2008-07-06",18.8571428571429,12,26,80.7619047619048,54,100,"SBAF"
"2008-07-07",18.3333333333333,12,25,79.2857142857143,47,100,"SBAF"
"2008-07-08",18.55,12,26,71.35,36,100,"SBAF"
"2008-07-09",18.1578947368421,11,25,75.8421052631579,41,100,"SBAF"
"2008-07-10",18.7391304347826,12,28,82.8260869565217,51,100,"SBAF"
"2008-07-11",19.1578947368421,13,24,82.4736842105263,61,100,"SBAF"
"2008-07-12",20.5555555555556,15,25,78.0555555555556,57,100,"SBAF"
"2008-07-13",19.65,12,25,71.55,44,100,"SBAF"
"2009-06-12",20.12,18,23,86.44,78,94,"SBAF"
"2009-06-13",18.8695652173913,15,23,81.1304347826087,64,94,"SBAF"
"2009-06-14",18.3333333333333,14,24,76.6666666666667,44,94,"SBAF"
"2009-06-15",18.7272727272727,12,25,75.3181818181818,41,94,"SBAF"
"2009-06-16",19.8260869565217,13,28,77.3478260869565,45,94,"SBAF"
"2009-06-17",21.7916666666667,15,29,75.2916666666667,48,94,"SBAF"
"2009-06-18",20.7391304347826,15,26,75.3478260869565,54,94,"SBAF"
"2009-06-19",19.4090909090909,13,26,76.9545454545455,47,94,"SBAF"
"2009-06-20",21.0434782608696,16,27,76.9130434782609,48,94,"SBAF"
"2009-06-21",20.2173913043478,14,27,76.9130434782609,42,94,"SBAF"
"2009-06-22",20.5416666666667,15,28,78.4583333333333,45,94,"SBAF"
"2009-06-23",21,14,30,71.875,27,100,"SBAF"
"2009-06-24",21,13,31,70.5714285714286,27,94,"SBAF"
"2009-06-25",21.6,17,25,82.6,65,94,"SBAF"
"2009-06-26",21.4347826086957,20,25,83.2173913043478,65,94,"SBAF"
"2009-06-27",21.875,19,25,79.9583333333333,65,88,"SBAF"
"2009-06-28",22,18,26,77.9047619047619,57,94,"SBAF"
"2009-06-29",22.2173913043478,19,27,76.9130434782609,54,94,"SBAF"
"2009-06-30",22.304347826087,16,32,74,33,94,"SBAF"
"2009-07-01",23.3333333333333,17,31,74.875,43,94,"SBAF"
"2009-07-02",23.3181818181818,18,28,79.6363636363636,58,94,"SBAF"
"2009-07-03",21.4347826086957,18,24,84.695652173913,73,94,"SBAF"
"2009-07-04",21.125,18,25,84.5,69,94,"SBAF"
"2009-07-05",21.2083333333333,16,26,77.7083333333333,54,94,"SBAF"
"2009-07-06",21.6086956521739,18,25,74.0869565217391,57,94,"SBAF"
"2009-07-07",21.5,14,28,72,45,94,"SBAF"
"2009-07-08",21.0869565217391,14,30,73.5217391304348,40,94,"SBAF"
"2009-07-09",22.4090909090909,16,32,71.1363636363636,33,94,"SBAF"
"2009-07-10",23.5,16,33,70.4166666666667,34,94,"SBAF"
"2009-07-11",22.6521739130435,17,31,76.2608695652174,43,94,"SBAF"
"2009-07-12",19.2916666666667,16,22,78.4166666666667,60,94,"SBAF"
"2009-07-13",18.75,13,26,77.3333333333333,47,94,"SBAF"
"2010-06-12",18,13,22,75.3333333333333,46,94,"SBAF"
"2010-06-13",17.9166666666667,13,23,76.9166666666667,57,94,"SBAF"
"2010-06-14",18.4782608695652,12,25,71.304347826087,34,94,"SBAF"
"2010-06-15",17.7826086956522,12,28,77.304347826087,39,94,"SBAF"
"2010-06-16",20.85,14,29,67.85,35,94,"SBAF"
"2010-06-17",22,12,34,66.6086956521739,24,94,"SBAF"
"2010-06-18",21.1739130434783,15,29,74.7391304347826,35,94,"SBAF"
"2010-06-19",23.0434782608696,17,33,67.1739130434783,24,94,"SBAF"
"2010-06-20",22.0869565217391,14,34,59.7391304347826,20,88,"SBAF"
"2010-06-21",21.2608695652174,15,27,78.9130434782609,61,88,"SBAF"
"2010-06-22",20.8333333333333,16,26,85.4166666666667,65,94,"SBAF"
"2010-06-23",19.7727272727273,17,22,84,68,94,"SBAF"
"2010-06-24",21.5217391304348,15,28,71.8695652173913,45,94,"SBAF"
"2010-06-25",20.9545454545455,15,30,76.3636363636364,43,94,"SBAF"
"2010-06-26",20.4347826086957,14,29,77.6521739130435,40,94,"SBAF"
"2010-06-27",21.1666666666667,16,28,78.4166666666667,48,94,"SBAF"
"2010-06-28",21.0833333333333,15,30,75.3333333333333,33,94,"SBAF"
"2010-06-29",19.9565217391304,13,26,78.7391304347826,57,94,"SBAF"
"2010-06-30",20.6666666666667,15,28,75.625,37,94,"SBAF"
"2010-07-01",20.5,14,28,74.7272727272727,39,94,"SBAF"
"2010-07-02",21.5,16,28,70.0454545454545,35,94,"SBAF"
"2010-07-03",21.7083333333333,14,28,74.25,48,94,"SBAF"
"2010-07-04",21.9565217391304,16,27,72.1739130434783,51,94,"SBAF"
"2010-07-05",22.9545454545455,16,28,70.6818181818182,39,94,"SBAF"
"2010-07-06",21.8571428571429,15,30,69.3333333333333,31,94,"SBAF"
"2010-07-07",20.3478260869565,14,29,71.7391304347826,37,100,"SBAF"
"2010-07-08",20.8260869565217,14,32,68.0434782608696,24,94,"SBAF"
"2010-07-09",21,14,28,75.3913043478261,48,94,"SBAF"
"2010-07-10",21.3684210526316,18,25,82.1052631578947,65,94,"SBAF"
"2010-07-11",22.6363636363636,19,27,77.5,54,94,"SBAF"
"2010-07-12",25.304347826087,17,33,65.6086956521739,34,94,"SBAF"
"2010-07-13",25.2173913043478,18,32,62.5652173913044,33,88,"SBAF"
"2011-06-12",17.8333333333333,14,23,73.3333333333333,47,94,"SBAF"
"2011-06-13",18.0454545454545,11,26,75.1818181818182,42,94,"SBAF"
"2011-06-14",16.8695652173913,12,22,82.7826086956522,60,100,"SBAF"
"2011-06-15",17.9565217391304,15,21,76.7826086956522,56,94,"SBAF"
"2011-06-16",16.3333333333333,11,21,77.4166666666667,56,94,"SBAF"
"2011-06-17",17.7083333333333,11,25,74.2916666666667,41,100,"SBAF"
"2011-06-18",18.304347826087,12,27,72.4347826086957,32,100,"SBAF"
"2011-06-19",17.6666666666667,12,25,77.1904761904762,47,94,"SBAF"
"2011-06-20",18.75,13,28,78.9166666666667,45,94,"SBAF"
"2011-06-21",19.8333333333333,13,29,75.625,37,94,"SBAF"
"2011-06-22",19.6086956521739,14,25,80.6086956521739,57,94,"SBAF"
"2011-06-23",19.3636363636364,16,28,84,65,94,"SBAF"
"2011-06-24",19.6666666666667,14,26,79.7083333333333,54,94,"SBAF"
"2011-06-25",19.304347826087,17,24,85.4782608695652,61,94,"SBAF"
"2011-06-26",20.695652173913,15,27,78.2173913043478,51,100,"SBAF"
"2011-06-27",16.3636363636364,15,19,86.5454545454545,72,94,"SBAF"
"2011-06-28",15.8636363636364,9,20,71.9090909090909,49,94,"SBAF"
"2011-06-29",17.695652173913,14,22,72.8260869565217,56,94,"SBAF"
"2011-06-30",18.375,12,26,81.5416666666667,54,100,"SBAF"
"2011-07-01",19.4444444444444,13,28,80.1111111111111,54,94,"SBAF"
"2011-07-02",18.4210526315789,13,23,85.2631578947368,69,100,"SBAF"
"2011-07-03",18.2916666666667,13,23,89.1666666666667,78,100,"SBAF"
"2011-07-04",16.2916666666667,15,19,85.625,77,94,"SBAF"
"2011-07-05",15.1666666666667,14,17,84.4166666666667,72,94,"SBAF"
"2011-07-06",16.1739130434783,12,20,82.2608695652174,68,94,"SBAF"
"2011-07-07",15.3125,15,16,88,82,94,"SBAF"
"2011-07-10",19,19,19,73,73,73,"SBAF"
"2011-07-12",17.6666666666667,13,25,92.1666666666667,65,100,"SBAF"
"2011-07-13",16.7777777777778,11,26,90,57,100,"SBAF"
"2012-06-12",22.8571428571429,21,26,75.6428571428571,65,83,"SBAF"
"2012-06-13",22.3913043478261,19,27,77.9565217391304,54,94,"SBAF"
"2012-06-14",22.7619047619048,18,29,76.0952380952381,42,94,"SBAF"
"2012-06-15",21.8421052631579,17,27,80.4736842105263,58,94,"SBAF"
"2012-06-16",21.0454545454545,16,30,77.5454545454545,37,94,"SBAF"
"2012-06-17",20.375,16,25,81.875,65,94,"SBAF"
"2012-06-18",22.1304347826087,17,29,76.9565217391304,45,94,"SBAF"
"2012-06-19",23.4545454545455,17,31,70.4090909090909,38,94,"SBAF"
"2012-06-20",21.5416666666667,20,24,88.3333333333333,78,94,"SBAF"
"2012-06-21",22.5,21,26,84.5909090909091,69,94,"SBAF"
"2012-06-22",21.7826086956522,19,26,84.8260869565217,68,100,"SBAF"
"2012-06-23",21.2,19,24,72.8,61,88,"SBAF"
"2012-06-24",19.8636363636364,16,25,80.5454545454545,57,100,"SBAF"
"2012-06-25",19.9130434782609,14,25,81.3478260869565,61,94,"SBAF"
"2012-06-26",20,16,24,85.375,69,94,"SBAF"
"2012-06-27",19.8333333333333,14,26,78.5,51,100,"SBAF"
"2012-06-28",20.7391304347826,15,28,78.7391304347826,48,100,"SBAF"
"2012-06-29",21.5652173913043,17,30,77.695652173913,37,100,"SBAF"
"2012-06-30",21.8947368421053,16,30,73.6842105263158,40,94,"SBAF"
"2012-07-02",25.5714285714286,19,31,62.8571428571429,35,100,"SBAF"
"2012-07-03",22.25,15,32,72.2916666666667,33,94,"SBAF"
"2012-07-04",21.6666666666667,15,29,66.5,33,94,"SBAF"
"2012-07-05",20.9130434782609,14,30,72.4782608695652,33,94,"SBAF"
"2012-07-06",22.1818181818182,15,30,68.0454545454545,37,100,"SBAF"
"2012-07-07",20.6666666666667,14,28,75.7083333333333,48,94,"SBAF"
"2012-07-08",18.5,17,20,89.9166666666667,83,94,"SBAF"
"2012-07-09",17.9583333333333,12,21,83.8333333333333,64,100,"SBAF"
"2012-07-10",16.1304347826087,11,25,77.3478260869565,39,100,"SBAF"
"2012-07-11",19.7083333333333,10,30,69.4583333333333,31,94,"SBAF"
"2012-07-12",19.9583333333333,15,25,83.5,61,94,"SBAF"
"2012-07-13",19.6521739130435,18,21,75.9130434782609,64,94,"SBAF"
"2013-06-12",21.4583333333333,16,29,77.0833333333333,40,94,"SBAF"
"2013-06-13",21.5,18,26,81.7083333333333,65,94,"SBAF"
"2013-06-14",22,18,27,81.2083333333333,58,94,"SBAF"
"2013-06-15",19.7083333333333,18,22,88.1666666666667,73,94,"SBAF"
"2013-06-16",20.625,16,27,80.7916666666667,51,100,"SBAF"
"2013-06-17",21.875,16,29,74.8333333333333,45,94,"SBAF"
"2013-06-18",21.1666666666667,17,25,78.7916666666667,65,94,"SBAF"
"2013-06-19",20.625,15,28,80.125,45,100,"SBAF"
"2013-06-20",21.5384615384615,16,27,82.3076923076923,58,94,"SBAF"
"2013-06-21",23.0833333333333,18,29,72.6666666666667,40,100,"SBAF"
"2013-06-22",23.7083333333333,20,28,65.75,51,83,"SBAF"
"2013-06-23",20.5,19,23,78.8,61,94,"SBAF"
"2013-06-24",20.5416666666667,17,23,77.6666666666667,65,94,"SBAF"
"2013-06-25",21.25,17,27,75.9166666666667,51,94,"SBAF"
"2013-06-26",21.4166666666667,17,29,79.9583333333333,45,94,"SBAF"
"2013-06-27",21.875,17,27,81.25,58,94,"SBAF"
"2013-06-28",21.4166666666667,18,26,85.875,69,94,"SBAF"
"2013-06-29",24.0833333333333,18,33,70.2083333333333,36,94,"SBAF"
"2013-06-30",22.1666666666667,18,25,82.375,69,94,"SBAF"
"2013-07-01",21.8333333333333,19,27,82.5833333333333,25,94,"SBAF"
"2013-07-02",19.16,17,21,85.52,73,94,"SBAF"
"2013-07-03",19.6666666666667,16,23,77.125,61,94,"SBAF"
"2013-07-04",19.375,13,25,74.125,47,94,"SBAF"
"2013-07-05",18.1304347826087,12,27,77.8695652173913,42,94,"SBAF"
"2013-07-06",18.5416666666667,12,28,76.875,35,100,"SBAF"
"2013-07-07",20.4166666666667,11,32,66.4583333333333,22,94,"SBAF"
"2013-07-08",20.2083333333333,12,26,76.0833333333333,57,94,"SBAF"
"2013-07-09",19.125,17,22,81.4166666666667,64,94,"SBAF"
"2013-07-10",18.76,13,23,75.88,53,94,"SBAF"
"2013-07-11",18.5,13,23,75.125,53,94,"SBAF"
"2013-07-12",18.52,12,26,75.24,44,94,"SBAF"
"2013-07-13",20.625,12,30,72.9583333333333,40,94,"SBAF"
"2013-06-12",25.1538461538462,24,27,66.6153846153846,58,73,"SBLB"
"2013-06-13",24.6666666666667,24,25,72.0833333333333,69,78,"SBLB"
"2013-06-14",25,23,27,66.6153846153846,57,73,"SBLB"
"2013-06-15",24.6153846153846,23,27,62,54,69,"SBLB"
"2013-06-16",24,23,25,60.7692307692308,54,83,"SBLB"
"2013-06-17",24.9230769230769,24,26,65.6153846153846,61,69,"SBLB"
"2013-06-18",25.6153846153846,24,26,67.4615384615385,61,78,"SBLB"
"2013-06-19",25.1538461538462,23,27,62.7692307692308,54,73,"SBLB"
"2013-06-20",25.0769230769231,24,26,67.1538461538462,61,73,"SBLB"
"2013-06-21",25,24,26,68.5384615384615,65,74,"SBLB"
"2013-06-22",25.1538461538462,25,26,74.3846153846154,69,78,"SBLB"
"2013-06-23",23.6153846153846,23,25,61.3846153846154,54,65,"SBLB"
"2013-06-24",23.2307692307692,22,24,61.9230769230769,53,69,"SBLB"
"2013-06-25",23.6153846153846,23,25,60.4615384615385,54,69,"SBLB"
"2013-06-26",24.4615384615385,24,25,68.0769230769231,65,73,"SBLB"
"2013-06-27",24.3846153846154,24,25,76.0769230769231,69,83,"SBLB"
"2013-06-28",25.1538461538462,23,27,71.8461538461538,58,83,"SBLB"
"2013-06-29",24.2666666666667,24,25,75.6,69,78,"SBLB"
"2013-06-30",25,24,27,77.9230769230769,69,83,"SBLB"
"2013-07-01",25.0769230769231,24,27,75.0769230769231,65,83,"SBLB"
"2013-07-02",23.3076923076923,22,25,71.3076923076923,60,78,"SBLB"
"2013-07-03",22.4615384615385,21,24,56.1538461538462,44,73,"SBLB"
"2013-07-04",23.1538461538462,22,24,49.8461538461538,41,57,"SBLB"
"2013-07-05",23.0833333333333,21,25,66.3333333333333,54,78,"SBLB"
"2013-07-06",24.1538461538462,23,25,63.7692307692308,57,69,"SBLB"
"2013-07-07",23.8461538461538,23,25,76.9230769230769,73,83,"SBLB"
"2013-07-08",24.6923076923077,23,27,75.0769230769231,65,83,"SBLB"
"2013-07-09",21.9230769230769,21,23,70.3076923076923,60,78,"SBLB"
"2013-07-10",21.7692307692308,21,23,53.8461538461538,47,60,"SBLB"
"2013-07-11",20.8461538461538,19,23,71.4615384615385,47,88,"SBLB"
"2013-07-12",23.2307692307692,22,25,63.3846153846154,57,69,"SBLB"
"2013-07-13",23.2307692307692,22,24,73.2307692307692,65,88,"SBLB"
"2008-06-12",26.6315789473684,20,32,63.4736842105263,33,94,"SBAT"
"2008-06-13",26.1111111111111,19,32,66.9444444444444,39,94,"SBAT"
"2008-06-14",25.8235294117647,18,32,61.0588235294118,22,94,"SBAT"
"2008-06-15",26.3,17,32,55.7,23,100,"SBAT"
"2008-06-16",26.3,17,33,58.15,25,94,"SBAT"
"2008-06-17",24.35,17,30,68.65,36,94,"SBAT"
"2008-06-18",26.6842105263158,17,32,62.1052631578947,31,94,"SBAT"
"2008-06-19",27.0909090909091,19,33,62.5909090909091,31,94,"SBAT"
"2008-06-20",27.1,21,32,64.5,32,94,"SBAT"
"2008-06-21",27.1428571428571,19,32,57.1428571428571,25,94,"SBAT"
"2008-06-22",26.7619047619048,17,33,57.7619047619048,35,94,"SBAT"
"2008-06-23",25.0952380952381,17,31,63.4285714285714,27,94,"SBAT"
"2008-06-24",25.4761904761905,18,31,58.9047619047619,25,88,"SBAT"
"2008-06-25",25.2777777777778,16,32.2222222222222,59.4545454545455,24,100,"SBAT"
"2008-06-26",26.1052631578947,16,33,50.8421052631579,15,94,"SBAT"
"2008-06-27",26.4285714285714,16,32,48.6190476190476,21,94,"SBAT"
"2008-06-28",25.45,18,32,49,18,77,"SBAT"
"2008-06-29",26.35,16,32,52.7,27,88,"SBAT"
